"algo","params","n_clusters_found","silhouette","calinski","davies","f1_macro","f1_weighted","ari","nmi"
"GaussianMixture","{""k"": 12, ""cov"": ""diag"", ""reg"": 1e-06}",12,0.06840128850955676,9.833035572143974,3.0306438251972323,"","","",""
"AffinityPropagation","{}",59,0.15646398874740933,5.7274946423921795,2.0002243397556008,"","","",""
"MeanShift","{}",1,"","","","","","",""
"OPTICS","{""min_samples"": 8}",9,0.06403089758965473,10.120962490502178,1.788513490459915,"","","",""
"DBSCAN","{""eps"": 0.335703, ""min_samples"": 3}",0,"","","","","","",""
"DBSCAN","{""eps"": 0.335703, ""min_samples"": 5}",0,"","","","","","",""
"DBSCAN","{""eps"": 0.335703, ""min_samples"": 10}",0,"","","","","","",""
"DBSCAN","{""eps"": 0.671406, ""min_samples"": 3}",0,"","","","","","",""
"DBSCAN","{""eps"": 0.671406, ""min_samples"": 5}",0,"","","","","","",""
"DBSCAN","{""eps"": 0.671406, ""min_samples"": 10}",0,"","","","","","",""
"DBSCAN","{""eps"": 1.007109, ""min_samples"": 3}",0,"","","","","","",""
"DBSCAN","{""eps"": 1.007109, ""min_samples"": 5}",0,"","","","","","",""
"DBSCAN","{""eps"": 1.007109, ""min_samples"": 10}",0,"","","","","","",""
